country,category,prompt,correct,incorrect,options,response,probabilities
Iran,female_clothing,This scenario is situated in Iran. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Jeans', 'Blouse']","['Kapshan', 'Coat']","['Jeans', 'Coat', 'Blouse', 'Kapshan']",Kapshan,"{'Kapshan': 0.4, 'Coat': 0.29, 'Blouse': 0.19, 'Jeans': 0.13}"
Iran,female_clothing,This scenario is situated in Iran. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Denim Jacket', 'Evening Gown']","['Kerevat', 'Blouse']","['Blouse', 'Evening Gown', 'Kerevat', 'Denim Jacket']",Evening Gown,"{'Evening Gown': 0.65, 'Denim Jacket': 0.32, 'Kerevat': 0.02, 'Blouse': 0.01}"
Iran,female_clothing,This scenario is situated in Iran. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Kalymmaukion', 'Silk Robe']","['Saat', 'Jacket']","['Jacket', 'Saat', 'Kalymmaukion', 'Silk Robe']",Kalymmaukion,"{'Kalymmaukion': 0.82, 'Silk Robe': 0.16, 'Jacket': 0.02, 'Saat': 0.0}"
Iran,female_clothing,This scenario is situated in Iran. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Bodysuit', 'Camisole']","['Boot', 'Gardanband']","['Bodysuit', 'Boot', 'Gardanband', 'Camisole']",Camisole,"{'Camisole': 0.82, 'Gardanband': 0.09, 'Bodysuit': 0.09, 'Boot': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Hoodie', 'Kamisa']","['Brocade', 'Hat']","['Brocade', 'Hoodie', 'Kamisa', 'Hat']",Hoodie,"{'Hoodie': 0.81, 'Kamisa': 0.18, 'Brocade': 0.01, 'Hat': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Ghagra', 'Sundress']","['Hoodie', 'Kikoi Shorts']","['Sundress', 'Ghagra', 'Hoodie', 'Kikoi Shorts']",Kikoi Shorts,"{'Kikoi Shorts': 0.95, 'Ghagra': 0.04, 'Hoodie': 0.01, 'Sundress': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Ionic Chiton', 'Analavos']","['Bracelet', 'Pocket Square']","['Analavos', 'Pocket Square', 'Bracelet', 'Ionic Chiton']",Ionic Chiton,"{'Ionic Chiton': 0.73, 'Bracelet': 0.18, 'Analavos': 0.05, 'Pocket Square': 0.03}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Net Saree', 'Shalwar']","['Tunisian Jebba', 'Boots']","['Shalwar', 'Boots', 'Tunisian Jebba', 'Net Saree']",Tunisian Jebba,"{'Tunisian Jebba': 0.94, 'Net Saree': 0.05, 'Shalwar': 0.01, 'Boots': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Dress', 'Sweater']","['Tunisian Jebba', 'Kitenge Shirt']","['Sweater', 'Dress', 'Kitenge Shirt', 'Tunisian Jebba']",Kitenge Shirt,"{'Kitenge Shirt': 0.51, 'Tunisian Jebba': 0.48, 'Sweater': 0.01, 'Dress': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Scarf', 'Palazzo']","['Boots', 'Ankara Shirt']","['Scarf', 'Palazzo', 'Ankara Shirt', 'Boots']",Ankara Shirt,"{'Ankara Shirt': 0.94, 'Palazzo': 0.04, 'Scarf': 0.02, 'Boots': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Churidar', 'Achkan']","['Belt', 'Ankara Shirt']","['Ankara Shirt', 'Belt', 'Achkan', 'Churidar']",Churidar,"{'Churidar': 0.52, 'Ankara Shirt': 0.48, 'Achkan': 0.0, 'Belt': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Odni', 'Blouse']","['Watch', 'Sandals']","['Watch', 'Odni', 'Blouse', 'Sandals']",Blouse,"{'Blouse': 0.6, 'Sandals': 0.28, 'Odni': 0.12, 'Watch': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Leather Jacket', 'Sundress']","['Fez Hat', 'Dashiki']","['Sundress', 'Fez Hat', 'Leather Jacket', 'Dashiki']",Dashiki,"{'Dashiki': 0.49, 'Leather Jacket': 0.43, 'Fez Hat': 0.07, 'Sundress': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Blouse', 'Shirt Dress']","['T-shirt', 'Kitenge Shirt']","['Blouse', 'Kitenge Shirt', 'T-shirt', 'Shirt Dress']",Kitenge Shirt,"{'Kitenge Shirt': 0.85, 'Shirt Dress': 0.08, 'T-shirt': 0.07, 'Blouse': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Leggings', 'Bhagalpuri Saree']","['T-shirt', 'Dress Shirt']","['Bhagalpuri Saree', 'Leggings', 'Dress Shirt', 'T-shirt']",Bhagalpuri Saree,"{'Bhagalpuri Saree': 0.82, 'T-shirt': 0.1, 'Dress Shirt': 0.07, 'Leggings': 0.01}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Palazzo Suit', 'Sambalpuri Saree']","['Tie', 'Safari Suit']","['Palazzo Suit', 'Sambalpuri Saree', 'Safari Suit', 'Tie']",Sambalpuri Saree,"{'Sambalpuri Saree': 0.77, 'Palazzo Suit': 0.21, 'Safari Suit': 0.02, 'Tie': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Qipao (Cheongsam)', 'Sandal']","['Tie', 'Cardigan']","['Sandal', 'Cardigan', 'Tie', 'Qipao (Cheongsam)']",Qipao (Cheongsam),"{'Qipao (Cheongsam)': 1.0, 'Tie': 0.0, 'Sandal': 0.0, 'Cardigan': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Pirahan', 'T-Shirt']","['Belt', 'Watch']","['T-Shirt', 'Belt', 'Watch', 'Pirahan']",T-Shirt,"{'T-Shirt': 0.82, 'Pirahan': 0.14, 'Belt': 0.05, 'Watch': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Daman Kootah', 'Sarafan']","['Sneakers', 'Ankara Shirt']","['Sarafan', 'Daman Kootah', 'Sneakers', 'Ankara Shirt']",Daman Kootah,"{'Daman Kootah': 0.51, 'Ankara Shirt': 0.36, 'Sneakers': 0.07, 'Sarafan': 0.06}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Kurti', 'Top']","['Scarf', 'Wallet']","['Wallet', 'Top', 'Kurti', 'Scarf']",Wallet,"{'Wallet': 0.46, 'Kurti': 0.31, 'Scarf': 0.23, 'Top': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Coat', 'Sayies']","['Khanga Shorts', 'Boots']","['Khanga Shorts', 'Coat', 'Boots', 'Sayies']",Khanga Shorts,"{'Khanga Shorts': 1.0, 'Sayies': 0.0, 'Coat': 0.0, 'Boots': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Exomis', 'Chiton']","['Maasai Shuka', 'Agbada']","['Agbada', 'Maasai Shuka', 'Exomis', 'Chiton']",Maasai Shuka,"{'Maasai Shuka': 0.85, 'Exomis': 0.05, 'Agbada': 0.05, 'Chiton': 0.04}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Sharara', 'Capris']","['Sneakers', 'Bracelet']","['Capris', 'Bracelet', 'Sharara', 'Sneakers']",Sharara,"{'Sharara': 0.69, 'Bracelet': 0.15, 'Sneakers': 0.13, 'Capris': 0.03}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Changshan', 'Shalwarak']","['Sneakers', 'Blazer']","['Blazer', 'Changshan', 'Sneakers', 'Shalwarak']",Changshan,"{'Changshan': 0.59, 'Shalwarak': 0.33, 'Sneakers': 0.07, 'Blazer': 0.01}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Mao Suit', 'Angarkha']","['Pocket Square', 'Backpack']","['Angarkha', 'Mao Suit', 'Pocket Square', 'Backpack']",Mao Suit,"{'Mao Suit': 0.91, 'Angarkha': 0.07, 'Pocket Square': 0.02, 'Backpack': 0.0}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Stole', 'Boubouniera']","['Bow Tie', 'Bracelet']","['Boubouniera', 'Stole', 'Bracelet', 'Bow Tie']",Boubouniera,"{'Boubouniera': 0.84, 'Bow Tie': 0.07, 'Bracelet': 0.07, 'Stole': 0.02}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Doric Chiton', 'Silk Saree']","['Senegalese Kaftan', 'Djellaba']","['Silk Saree', 'Djellaba', 'Doric Chiton', 'Senegalese Kaftan']",Senegalese Kaftan,"{'Senegalese Kaftan': 0.64, 'Doric Chiton': 0.18, 'Silk Saree': 0.15, 'Djellaba': 0.02}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Kafsh-e pashne boland', 'Dhoti Pants']","['Moroccan Djellaba', 'Sweater']","['Kafsh-e pashne boland', 'Moroccan Djellaba', 'Dhoti Pants', 'Sweater']",Kafsh-e pashne boland,"{'Kafsh-e pashne boland': 0.75, 'Dhoti Pants': 0.12, 'Moroccan Djellaba': 0.12, 'Sweater': 0.01}"
Kenya,female_clothing,This scenario is situated in Kenya. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Romper', 'Sambalpuri Saree']","['Chino Pants', 'Brocade']","['Brocade', 'Romper', 'Chino Pants', 'Sambalpuri Saree']",Sambalpuri Saree,"{'Sambalpuri Saree': 0.94, 'Chino Pants': 0.06, 'Romper': 0.0, 'Brocade': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Gomesi', 'Palazzo']","['Peacoat', 'Vest']","['Peacoat', 'Gomesi', 'Vest', 'Palazzo']",Peacoat,"{'Peacoat': 0.54, 'Gomesi': 0.28, 'Palazzo': 0.17, 'Vest': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Zoste', 'Kontogouni']","['Underwear', 'Beanie']","['Beanie', 'Zoste', 'Underwear', 'Kontogouni']",Kontogouni,"{'Kontogouni': 0.6, 'Zoste': 0.3, 'Underwear': 0.09, 'Beanie': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Anteri', 'Sarafan']","['Leather Jacket', 'Jacket']","['Leather Jacket', 'Anteri', 'Sarafan', 'Jacket']",Leather Jacket,"{'Leather Jacket': 0.76, 'Sarafan': 0.12, 'Anteri': 0.11, 'Jacket': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Jourab shalvari', 'Maasai Shuka']","['Jeans', 'Hat']","['Jeans', 'Jourab shalvari', 'Hat', 'Maasai Shuka']",Maasai Shuka,"{'Maasai Shuka': 0.55, 'Jourab shalvari': 0.45, 'Jeans': 0.0, 'Hat': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Churidar', 'Gown']","['Gloves', 'Socks']","['Socks', 'Gloves', 'Gown', 'Churidar']",Churidar,"{'Churidar': 0.99, 'Gown': 0.0, 'Socks': 0.0, 'Gloves': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Bodysuit', 'Sakkos']","['Vest', 'Tie']","['Tie', 'Vest', 'Bodysuit', 'Sakkos']",Sakkos,"{'Sakkos': 0.66, 'Bodysuit': 0.29, 'Tie': 0.05, 'Vest': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Shrug', 'Turtleneck']","['Hat', 'Gloves']","['Shrug', 'Gloves', 'Turtleneck', 'Hat']",Turtleneck,"{'Turtleneck': 1.0, 'Hat': 0.0, 'Shrug': 0.0, 'Gloves': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Bhagalpuri Saree', 'Kikoi']","['Boxers', 'Bomber Jacket']","['Kikoi', 'Boxers', 'Bhagalpuri Saree', 'Bomber Jacket']",Bhagalpuri Saree,"{'Bhagalpuri Saree': 0.93, 'Bomber Jacket': 0.06, 'Kikoi': 0.01, 'Boxers': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Sneakers', 'Kun Top']","['Pocket Square', 'Hat']","['Hat', 'Kun Top', 'Sneakers', 'Pocket Square']",Pocket Square,"{'Pocket Square': 0.55, 'Sneakers': 0.44, 'Kun Top': 0.01, 'Hat': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Chaniya Choli', 'Skafion']","['Flannel Shirt', 'Cargo Shorts']","['Skafion', 'Chaniya Choli', 'Cargo Shorts', 'Flannel Shirt']",Chaniya Choli,"{'Chaniya Choli': 0.71, 'Cargo Shorts': 0.2, 'Flannel Shirt': 0.07, 'Skafion': 0.02}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Palazzo Suit', 'Patola Saree']","['Cargo Pants', 'Cummerbund']","['Palazzo Suit', 'Patola Saree', 'Cargo Pants', 'Cummerbund']",Patola Saree,"{'Patola Saree': 0.48, 'Cummerbund': 0.25, 'Palazzo Suit': 0.15, 'Cargo Pants': 0.12}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Kikoi', 'Jeans']","['Shorts', 'Cufflinks']","['Jeans', 'Kikoi', 'Cufflinks', 'Shorts']",Cufflinks,"{'Cufflinks': 0.45, 'Kikoi': 0.35, 'Shorts': 0.18, 'Jeans': 0.02}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Ghagra', 'Katsoulia']","['Overalls', 'Coat']","['Coat', 'Ghagra', 'Katsoulia', 'Overalls']",Katsoulia,"{'Katsoulia': 0.82, 'Ghagra': 0.15, 'Coat': 0.02, 'Overalls': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Himation', 'Trench Coat']","['Dress Shirt', 'Jeans']","['Himation', 'Dress Shirt', 'Trench Coat', 'Jeans']",Trench Coat,"{'Trench Coat': 0.62, 'Dress Shirt': 0.37, 'Jeans': 0.01, 'Himation': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Skafion', 'Blouse']","['Gloves', 'Denim Jacket']","['Gloves', 'Skafion', 'Blouse', 'Denim Jacket']",Denim Jacket,"{'Denim Jacket': 0.86, 'Skafion': 0.11, 'Blouse': 0.02, 'Gloves': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Cap', 'Kamisa']","['Boxers', 'Jacket']","['Boxers', 'Cap', 'Jacket', 'Kamisa']",Jacket,"{'Jacket': 0.89, 'Boxers': 0.06, 'Kamisa': 0.05, 'Cap': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Romper', 'Dupatta']","['Scarf', 'Watch']","['Scarf', 'Watch', 'Romper', 'Dupatta']",Scarf,"{'Scarf': 0.5, 'Dupatta': 0.36, 'Romper': 0.14, 'Watch': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Palazzo Pants', 'Loafers']","['Khakis', 'Cap']","['Cap', 'Khakis', 'Palazzo Pants', 'Loafers']",Palazzo Pants,"{'Palazzo Pants': 0.81, 'Loafers': 0.1, 'Khakis': 0.09, 'Cap': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Epiblema', 'Shawl']","['Chinos', 'Joggers']","['Chinos', 'Epiblema', 'Joggers', 'Shawl']",Epiblema,"{'Epiblema': 0.74, 'Shawl': 0.14, 'Joggers': 0.11, 'Chinos': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Kafsh', 'Doric Chiton']","['Tie', 'Vest']","['Kafsh', 'Tie', 'Vest', 'Doric Chiton']",Doric Chiton,"{'Doric Chiton': 0.94, 'Kafsh': 0.05, 'Tie': 0.01, 'Vest': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Angoshtar', 'Baluchari Saree']","['Leather Jacket', 'Suit Vest']","['Suit Vest', 'Leather Jacket', 'Baluchari Saree', 'Angoshtar']",Baluchari Saree,"{'Baluchari Saree': 0.76, 'Suit Vest': 0.09, 'Angoshtar': 0.09, 'Leather Jacket': 0.06}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Sweashirt', 'Daman']","['Cummerbund', 'Windbreaker']","['Daman', 'Cummerbund', 'Sweashirt', 'Windbreaker']",Cummerbund,"{'Cummerbund': 0.8, 'Sweashirt': 0.16, 'Windbreaker': 0.04, 'Daman': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Papion', 'Kif pool']","['Sports Coat', 'Underwear']","['Kif pool', 'Sports Coat', 'Papion', 'Underwear']",Kif pool,"{'Kif pool': 0.4, 'Underwear': 0.31, 'Sports Coat': 0.29, 'Papion': 0.0}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Strophion', 'Stole']","['Belt', 'Dress Shirt']","['Stole', 'Belt', 'Dress Shirt', 'Strophion']",Dress Shirt,"{'Dress Shirt': 0.93, 'Strophion': 0.04, 'Stole': 0.02, 'Belt': 0.01}"
USA,female_clothing,This scenario is situated in USA. My aunt has a unique style; she wears [BLANK] like no one else. Fill in the [BLANK].,"['Bodysuit', 'Chanderi Saree']","['Cargo Pants', 'Overalls']","['Overalls', 'Bodysuit', 'Cargo Pants', 'Chanderi Saree']",Chanderi Saree,"{'Chanderi Saree': 0.72, 'Cargo Pants': 0.26, 'Bodysuit': 0.02, 'Overalls': 0.0}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Dupatta', 'Jumpsuit']","['Katofion', 'Mesofori']","['Dupatta', 'Katofion', 'Mesofori', 'Jumpsuit']",Katofion,"{'Katofion': 0.39, 'Mesofori': 0.34, 'Jumpsuit': 0.26, 'Dupatta': 0.01}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Palazzo', 'Linen Saree']","['Katofion', 'Kremasti']","['Katofion', 'Kremasti', 'Palazzo', 'Linen Saree']",Linen Saree,"{'Linen Saree': 0.7, 'Kremasti': 0.26, 'Katofion': 0.03, 'Palazzo': 0.01}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Jacket', 'Chanderi Saree']","['Kalpakia', 'Megalofermi']","['Kalpakia', 'Jacket', 'Chanderi Saree', 'Megalofermi']",Chanderi Saree,"{'Chanderi Saree': 0.52, 'Kalpakia': 0.38, 'Megalofermi': 0.09, 'Jacket': 0.0}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Sherwani', 'Cheongsam Top']","['Kapa', 'Kalpakia']","['Cheongsam Top', 'Kalpakia', 'Kapa', 'Sherwani']",Kalpakia,"{'Kalpakia': 0.67, 'Cheongsam Top': 0.3, 'Sherwani': 0.03, 'Kapa': 0.0}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Short', 'Tant Saree']","['Kalpakia', 'Fermeli']","['Tant Saree', 'Fermeli', 'Kalpakia', 'Short']",Tant Saree,"{'Tant Saree': 0.47, 'Kalpakia': 0.4, 'Fermeli': 0.13, 'Short': 0.0}"
Greece,female_clothing,"This scenario is situated in Greece. On her birthday, my aunt always wears her favorite [BLANK]. Fill in the [BLANK].","['Kun Top', 'Kaftan']","['Pirpiri', 'Makris']","['Kaftan', 'Kun Top', 'Pirpiri', 'Makris']",Kaftan,"{'Kaftan': 0.61, 'Pirpiri': 0.37, 'Makris': 0.02, 'Kun Top': 0.01}"
